"","nfi_plot","meas_date","NFI_species","utm_n","utm_e","biomass_composition"
"304",1252421,"2005-JUN-26","PICE ENG ",6200000,520000,1027.9242
"305",1252421,"2005-JUN-26","PINU CON ",6200000,520000,14819.24055
"306",1252421,"2019-SEP-09","PINU CON ",6200000,520000,4594.79366
"307",1259261,"2002-AUG-21","PINU CON LAT",6190000,360000,2883.63425
"308",1259261,"2018-JUL-04","ABIE LAS ",6190000,360000,72.88575
"309",1259296,"2001-JUN-17","ABIE LAS ",6180000,5e+05,199.6855
"310",1259296,"2018-JUL-09","ABIE LAS ",6180000,5e+05,256.3093
"311",1259336,"2001-JUL-30","POPU TRE ",6180000,660000,5344.02684
"312",1259336,"2019-SEP-07","BETU NEO ",6180000,660000,203.48604
"313",1259336,"2019-SEP-07","PICE GLA ",6180000,660000,45.21912
"314",1259336,"2019-SEP-07","POPU TRE ",6180000,660000,7287.81484
"315",1273001,"2002-JUL-09","ABIE LAS ",6150000,660000,4943.41468
"316",1273001,"2002-JUL-09","PICE SPP ",6150000,660000,11099.05424
"317",1273001,"2002-JUL-09","PINU CON ",6150000,660000,862.88379
"318",1273001,"2017-AUG-18","ABIE LAS ",6150000,660000,5395.47527
"319",1273001,"2017-AUG-18","PICE ENG GLA",6150000,660000,12472.41415
"320",1273001,"2017-AUG-18","PINU CON LAT",6150000,660000,900.26448
"321",1273031,"2003-AUG-28","ABIE LAS ",6150000,4e+05,391.588392
"322",1273031,"2003-AUG-28","PICE ENG GLA",6150000,4e+05,1697.269416
"323",1273031,"2003-AUG-28","PINU CON LAT",6150000,4e+05,1019.160792
"324",1273031,"2018-JUL-08","ABIE LAS ",6150000,4e+05,715.886179
"325",1273031,"2018-JUL-08","PICE ENG GLA",6150000,4e+05,2127.239924
"326",1273031,"2018-JUL-08","PINU CON ",6150000,4e+05,597.024646
"327",1279861,"2004-JUN-28","POPU TRI ",6130000,580000,4323.76336
"328",1279861,"2004-JUN-28","THUJ PLI ",6130000,580000,4880.94936
"329",1279861,"2004-JUN-28","TSUG HET ",6130000,580000,13082.72728
"330",1279861,"2017-JUL-22","POPU TRI ",6130000,580000,4257.888
"331",1279861,"2017-JUL-22","THUJ PLI ",6130000,580000,4634.8885
"332",1279861,"2017-JUL-22","TSUG HET ",6130000,580000,13283.7235
"333",1279876,"2003-AUG-18","ABIE LAS ",6130000,640000,5449.3332
"334",1279876,"2017-JUL-12","ABIE LAS ",6130000,640000,6288.95
"335",1279961,"2000-JUL-28","ABIE LAS ",6120000,6e+05,118.13915
"336",1279961,"2000-JUL-28","PICE SPP ",6120000,6e+05,210.08095
"337",1279961,"2000-JUL-28","PINU CON ",6120000,6e+05,5826.12545
"338",1279966,"2003-JUL-15","ABIE LAS ",6120000,620000,279.9276
"339",1279966,"2003-JUL-15","PICE ENG GLA",6120000,620000,1866.184
"340",1279966,"2003-JUL-15","PICE MAR ",6120000,620000,643.83348
"341",1279966,"2003-JUL-15","PINU CON LAT",6120000,620000,6494.32032
"342",1279966,"2003-JUL-15","POPU TRE ",6120000,620000,46.6546
"343",1279966,"2018-JUL-06","ABIE LAS ",6120000,620000,448.99335
"344",1279966,"2018-JUL-06","PICE ENG ",6120000,620000,3119.92815
